edge_id,upstream_module,downstream_module,dependency_type,rationale,source_refs,shared_artifacts,run_phase_contexts
E0155,RECORD_EVENT,SELECT_PRIMARY_PROOF_BUNDLE_REF,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P07` between steps `P07-S036` and `P07-S038`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S048` and `P09-S050`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S014` and `P14-S018`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S058` and `P14-S059`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S015` and `P15-S017`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S030` and `P15-S032`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S048` and `P15-S050`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S083` and `P15-S086`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S036` and `P16-S039`.,Algorithm/core_engine.md,,P07::P07-S036->P07-S038; P09::P09-S048->P09-S050; P14::P14-S014->P14-S018; P14::P14-S058->P14-S059; P15::P15-S015->P15-S017; P15::P15-S030->P15-S032; P15::P15-S048->P15-S050; P15::P15-S083->P15-S086; P16::P16-S036->P16-S039
E0156,RECORD_EVENT,TRUST_GATE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P11` between steps `P11-S008` and `P11-S009`.,Algorithm/core_engine.md,,P11::P11-S008->P11-S009
E0157,RECORD_EVENT,UPDATE_MANIFEST_OUTPUTS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S023` and `P10-S024`. Adjacent in `RUN_ENGINE(...)` phase `P13` between steps `P13-S013` and `P13-S014`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S023` and `P17-S024`.,Algorithm/core_engine.md,,P10::P10-S023->P10-S024; P13::P13-S013->P13-S014; P17::P17-S023->P17-S024
E0158,RECORD_EVENT,UPSERT_AMENDMENT_CASE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S116` and `P16-S121`.,Algorithm/core_engine.md,,P16::P16-S116->P16-S121
E0159,RECORD_EVENT,UPSERT_FILING_CASE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S068` and `P15-S070`.,Algorithm/core_engine.md,,P15::P15-S068->P15-S070
E0160,RECORD_EVENT,VALIDATE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S093` and `P04-S094`.,Algorithm/core_engine.md,,P04::P04-S093->P04-S094
E0161,RECORD_EVENT,VALIDATE_MANIFEST_LINEAGE_PROJECTION,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P03` between steps `P03-S025` and `P03-S026`.,Algorithm/core_engine.md,,P03::P03-S025->P03-S026
E0162,RECORD_EVENT,VALIDATE_REUSE_SEALED_CONTEXT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P03` between steps `P03-S004` and `P03-S006`.,Algorithm/core_engine.md,,P03::P03-S004->P03-S006
E0163,RECORD_EVENT,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S101` and `P16-S102`.,Algorithm/core_engine.md,,P16::P16-S101->P16-S102
E0164,RECOVER_SUBMISSION_ATTEMPT,SUBMISSION_GATE,artifact_availability_dependency,`RECOVER_SUBMISSION_ATTEMPT` produces or persists `SubmissionRecord` consumed by `SUBMISSION_GATE`.,Algorithm/modules.md::L1887[RECOVER_SUBMISSION_ATTEMPT_...],SubmissionRecord,
E0165,RESOLVE_AUTHORITY_BINDING,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S018` and `P16-S019`.,Algorithm/core_engine.md,,P16::P16-S018->P16-S019
E0166,RESOLVE_AUTHORITY_OPERATION,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S015` and `P16-S016`.,Algorithm/core_engine.md,,P16::P16-S015->P16-S016
E0167,RESOLVE_CONFIG_FOR_REQUEST,CONTINUATION_REUSES_FROZEN_INPUT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P02` between steps `P02-S019` and `P02-S025`.,Algorithm/core_engine.md,,P02::P02-S019->P02-S025
E0168,RESOLVE_FILING_NOTICES,FINALIZE_RUN_FAILURE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S092` and `P15-S095`.,Algorithm/core_engine.md,,P15::P15-S092->P15-S095
E0169,RESOLVE_FILING_NOTICES,SYNTHESIZE_TRUST,parameter_data_dependency,`SYNTHESIZE_TRUST` references `RESOLVE_FILING_NOTICES` in its module contract body.,Algorithm/modules.md::L1337[SYNTHESIZE_TRUST_...],,
E0170,RETENTION_EVIDENCE_GATE,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P08` between steps `P08-S001` and `P08-S002`.,Algorithm/core_engine.md,,P08::P08-S001->P08-S002
E0171,RETENTION_TAG,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S040` and `P05-S040`.,Algorithm/core_engine.md,,P05::P05-S040->P05-S040
E0172,SEAL_MANIFEST,TRANSITION_MANIFEST,state_transition_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S043` and `P05-S044`.,Algorithm/core_engine.md,,P05::P05-S043->P05-S044
E0173,SEED,CLAIM_MANIFEST_START,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P06` between steps `P06-S012` and `P06-S014`.,Algorithm/core_engine.md,,P06::P06-S012->P06-S014
E0174,SELECT_DRIFT_BASELINE,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S009` and `P09-S010`. Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S004` and `P10-S005`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S002` and `P17-S003`.,Algorithm/core_engine.md,,P09::P09-S009->P09-S010; P10::P10-S004->P10-S005; P17::P17-S002->P17-S003
E0175,SELECT_PRIMARY_PROOF_BUNDLE_REF,FINALIZE_TERMINAL_OUTCOME,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S050` and `P09-S051`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S063` and `P09-S064`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S065` and `P09-S066`. Adjacent in `RUN_ENGINE(...)` phase `P13` between steps `P13-S030` and `P13-S031`. Adjacent in `RUN_ENGINE(...)` phase `P13` between steps `P13-S033` and `P13-S034`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S018` and `P14-S019`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S025` and `P14-S026`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S028` and `P14-S029`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S059` and `P14-S060`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S017` and `P15-S018`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S032` and `P15-S033`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S050` and `P15-S051`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S086` and `P15-S087`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S089` and `P15-S090`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S039` and `P16-S040`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S042` and `P16-S043`. Adjacent in `RUN_ENGINE(...)` phase `P18` between steps `P18-S032` and `P18-S033`.,Algorithm/core_engine.md,,P09::P09-S050->P09-S051; P09::P09-S063->P09-S064; P09::P09-S065->P09-S066; P13::P13-S030->P13-S031; P13::P13-S033->P13-S034; P14::P14-S018->P14-S019; P14::P14-S025->P14-S026; P14::P14-S028->P14-S029; P14::P14-S059->P14-S060; P15::P15-S017->P15-S018; P15::P15-S032->P15-S033; P15::P15-S050->P15-S051; P15::P15-S086->P15-S087; P15::P15-S089->P15-S090; P16::P16-S039->P16-S040; P16::P16-S042->P16-S043; P18::P18-S032->P18-S033
E0176,SELECT_PRIMARY_PROOF_BUNDLE_REF,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S021` and `P14-S022`.,Algorithm/core_engine.md,,P14::P14-S021->P14-S022
E0177,SELECT_PRIMARY_PROOF_BUNDLE_REF,UPDATE_MANIFEST_OUTPUTS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P07` between steps `P07-S038` and `P07-S038`.,Algorithm/core_engine.md,,P07::P07-S038->P07-S038
E0178,SIMULATE_GOVERNANCE_MUTATION,APPROVAL_STATE,parameter_data_dependency,`APPROVAL_STATE` references `SIMULATE_GOVERNANCE_MUTATION` in its module contract body.,Algorithm/modules.md::L1230[APPROVAL_STATE_...],,
E0179,SUBMISSION_GATE,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S027` and `P16-S028`.,Algorithm/core_engine.md,,P16::P16-S027->P16-S028
E0180,SUMMARIZE_TWIN_MISMATCHES,BUILD_TWIN_PORTFOLIO_SUMMARY,artifact_availability_dependency,`SUMMARIZE_TWIN_MISMATCHES` produces or persists `TwinMismatchSummary` consumed by `BUILD_TWIN_PORTFOLIO_SUMMARY`.,Algorithm/modules.md::L1521[SUMMARIZE_TWIN_MISMATCHES_...],TwinMismatchSummary,
E0181,SUMMARIZE_TWIN_MISMATCHES,DERIVE_TWIN_READINESS,artifact_availability_dependency,`SUMMARIZE_TWIN_MISMATCHES` produces or persists `TwinMismatchSummary` consumed by `DERIVE_TWIN_READINESS`. `SUMMARIZE_TWIN_MISMATCHES` produces or persists `TwinDeltaArc` consumed by `DERIVE_TWIN_READINESS`.,Algorithm/modules.md::L1521[SUMMARIZE_TWIN_MISMATCHES_...],TwinMismatchSummary; TwinDeltaArc,
E0182,SUMMARIZE_TWIN_MISMATCHES,PLAN_TWIN_RECONCILIATION,artifact_availability_dependency,`SUMMARIZE_TWIN_MISMATCHES` produces or persists `TwinDeltaArc` consumed by `PLAN_TWIN_RECONCILIATION`.,Algorithm/modules.md::L1521[SUMMARIZE_TWIN_MISMATCHES_...],TwinDeltaArc,
E0183,SYNTHESIZE_TRUST,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P11` between steps `P11-S006` and `P11-S007`.,Algorithm/core_engine.md,,P11::P11-S006->P11-S007
E0184,TRANSITION_FILING_PACKET,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S056` and `P16-S057`.,Algorithm/core_engine.md,,P16::P16-S056->P16-S057
E0185,TRANSITION_MANIFEST,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S013` and `P05-S014`. Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S044` and `P05-S046`.,Algorithm/core_engine.md,,P05::P05-S013->P05-S014; P05::P05-S044->P05-S046
E0186,TRANSITION_SUBMISSION_RECORD,SUBMISSION_GATE,state_transition_dependency,`TRANSITION_SUBMISSION_RECORD` produces or persists `SubmissionRecord` consumed by `SUBMISSION_GATE`.,Algorithm/modules.md::L1874[TRANSITION_SUBMISSION_RECORD_...],SubmissionRecord,
E0187,TRANSITION_SUBMISSION_RECORD,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S052` and `P16-S053`.,Algorithm/core_engine.md,,P16::P16-S052->P16-S053
E0188,TRUST_GATE,WRITE_ARTIFACT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P11` between steps `P11-S009` and `P11-S010`.,Algorithm/core_engine.md,,P11::P11-S009->P11-S010
E0189,UPDATE_MANIFEST_OUTPUTS,APPROVE_FILING_PACKET,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S100` and `P15-S101`.,Algorithm/core_engine.md,,P15::P15-S100->P15-S101
E0190,UPDATE_MANIFEST_OUTPUTS,BUILD_LIVE_EXPERIENCE_FRAME,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P13` between steps `P13-S014` and `P13-S024`.,Algorithm/core_engine.md,,P13::P13-S014->P13-S024
E0191,UPDATE_MANIFEST_OUTPUTS,EMIT_WORKFLOW_ITEM,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S078` and `P16-S079`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S024` and `P17-S027`.,Algorithm/core_engine.md,,P16::P16-S078->P16-S079; P17::P17-S024->P17-S027
E0192,UPDATE_MANIFEST_OUTPUTS,FILING_GATE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S037` and `P15-S039`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S071` and `P15-S072`.,Algorithm/core_engine.md,,P15::P15-S037->P15-S039; P15::P15-S071->P15-S072
E0193,UPDATE_MANIFEST_OUTPUTS,LOAD_AMENDMENT_CASE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S024` and `P10-S027`.,Algorithm/core_engine.md,,P10::P10-S024->P10-S027
E0194,UPDATE_MANIFEST_OUTPUTS,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S036` and `P09-S037`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S041` and `P14-S042`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S053` and `P14-S054`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S012` and `P16-S013`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S047` and `P16-S048`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S059` and `P16-S061`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S109` and `P16-S116`.,Algorithm/core_engine.md,,P09::P09-S036->P09-S037; P14::P14-S041->P14-S042; P14::P14-S053->P14-S054; P16::P16-S012->P16-S013; P16::P16-S047->P16-S048; P16::P16-S059->P16-S061; P16::P16-S109->P16-S116
E0195,UPDATE_MANIFEST_OUTPUTS,TRANSITION_FILING_PACKET,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S054` and `P16-S056`.,Algorithm/core_engine.md,,P16::P16-S054->P16-S056
E0196,UPDATE_MANIFEST_OUTPUTS,UPSERT_FILING_CASE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S107` and `P16-S108`.,Algorithm/core_engine.md,,P16::P16-S107->P16-S108
E0197,UPDATE_MANIFEST_PRESEAL_CONTEXT,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P03` between steps `P03-S021` and `P03-S023`.,Algorithm/core_engine.md,,P03::P03-S021->P03-S023
E0198,UPDATE_MANIFEST_PRESEAL_CONTEXT,SEAL_MANIFEST,state_transition_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S042` and `P05-S043`.,Algorithm/core_engine.md,,P05::P05-S042->P05-S043
E0199,UPSERT_AMENDMENT_CASE,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S022` and `P10-S023`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S020` and `P17-S022`.,Algorithm/core_engine.md,,P10::P10-S022->P10-S023; P17::P17-S020->P17-S022
E0200,UPSERT_AMENDMENT_CASE,UPDATE_MANIFEST_OUTPUTS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S035` and `P09-S036`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S040` and `P14-S041`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S052` and `P14-S053`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S046` and `P16-S047`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S121` and `P16-S122`.,Algorithm/core_engine.md,,P09::P09-S035->P09-S036; P14::P14-S040->P14-S041; P14::P14-S052->P14-S053; P16::P16-S046->P16-S047; P16::P16-S121->P16-S122
E0201,UPSERT_FILING_CASE,UPDATE_MANIFEST_OUTPUTS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P11` between steps `P11-S014` and `P11-S015`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S036` and `P15-S037`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S070` and `P15-S071`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S103` and `P15-S104`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S058` and `P16-S059`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S108` and `P16-S109`.,Algorithm/core_engine.md,,P11::P11-S014->P11-S015; P15::P15-S036->P15-S037; P15::P15-S070->P15-S071; P15::P15-S103->P15-S104; P16::P16-S058->P16-S059; P16::P16-S108->P16-S109
E0202,UPSERT_OBLIGATION_MIRROR,UPDATE_MANIFEST_OUTPUTS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S106` and `P16-S107`.,Algorithm/core_engine.md,,P16::P16-S106->P16-S107
E0203,UPSERT_WORKFLOW_ITEMS,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S046` and `P09-S048`. Adjacent in `RUN_ENGINE(...)` phase `P12` between steps `P12-S003` and `P12-S009`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S012` and `P14-S014`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S013` and `P15-S015`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S028` and `P15-S030`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S046` and `P15-S048`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S081` and `P15-S083`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S034` and `P16-S036`.,Algorithm/core_engine.md,,P09::P09-S046->P09-S048; P12::P12-S003->P12-S009; P14::P14-S012->P14-S014; P15::P15-S013->P15-S015; P15::P15-S028->P15-S030; P15::P15-S046->P15-S048; P15::P15-S081->P15-S083; P16::P16-S034->P16-S036
E0204,VALIDATE,MEASURE_COMPLETENESS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S094` and `P04-S095`.,Algorithm/core_engine.md,,P04::P04-S094->P04-S095
E0205,VALIDATE_AMENDMENT_READINESS_FRESHNESS,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S002` and `P14-S004`.,Algorithm/core_engine.md,,P14::P14-S002->P14-S004
E0206,VALIDATE_ARTIFACT,COMPUTE_EXECUTION_BASIS_HASH,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S104` and `P04-S114`.,Algorithm/core_engine.md,,P04::P04-S104->P04-S114
E0207,VALIDATE_MANIFEST_LINEAGE_PROJECTION,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P03` between steps `P03-S026` and `P03-S038`.,Algorithm/core_engine.md,,P03::P03-S026->P03-S038
E0208,VALIDATE_REPLAY_PRECONDITIONS,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P04` between steps `P04-S023` and `P04-S026`.,Algorithm/core_engine.md,,P04::P04-S023->P04-S026
E0209,VALIDATE_REUSE_SEALED_CONTEXT,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P03` between steps `P03-S006` and `P03-S010`.,Algorithm/core_engine.md,,P03::P03-S006->P03-S010
E0210,VALIDATE_SCOPE_GRAMMAR,LOAD_AND_VALIDATE_PRIOR_MANIFEST_CONTEXT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P02` between steps `P02-S008` and `P02-S011`.,Algorithm/core_engine.md,,P02::P02-S008->P02-S011
E0211,WRITE_ARTIFACT,CANONICALIZE_AUTHORITY_REQUEST,external_boundary_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S019` and `P16-S020`.,Algorithm/core_engine.md,,P16::P16-S019->P16-S020
E0212,WRITE_ARTIFACT,PERSIST_GATE_BATCH,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S040` and `P05-S041`.,Algorithm/core_engine.md,,P05::P05-S040->P05-S041
E0213,WRITE_ARTIFACT,PLAN_WORKFLOW,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S078` and `P15-S080`.,Algorithm/core_engine.md,,P15::P15-S078->P15-S080
E0214,WRITE_ARTIFACT,RECORD_EVENT,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P08` between steps `P08-S002` and `P08-S003`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S010` and `P09-S011`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S015` and `P09-S016`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S018` and `P09-S020`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S024` and `P09-S025`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S040` and `P09-S041`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S058` and `P09-S059`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S069` and `P09-S070`. Adjacent in `RUN_ENGINE(...)` phase `P09` between steps `P09-S072` and `P09-S073`. Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S005` and `P10-S006`. Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S010` and `P10-S011`. Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S013` and `P10-S015`. Adjacent in `RUN_ENGINE(...)` phase `P10` between steps `P10-S019` and `P10-S020`. Adjacent in `RUN_ENGINE(...)` phase `P11` between steps `P11-S007` and `P11-S008`. Adjacent in `RUN_ENGINE(...)` phase `P11` between steps `P11-S010` and `P11-S011`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S006` and `P14-S007`. Adjacent in `RUN_ENGINE(...)` phase `P14` between steps `P14-S045` and `P14-S046`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S007` and `P15-S008`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S022` and `P15-S023`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S040` and `P15-S041`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S067` and `P15-S068`. Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S073` and `P15-S074`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S016` and `P16-S017`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S023` and `P16-S024`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S028` and `P16-S029`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S003` and `P17-S004`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S008` and `P17-S009`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S011` and `P17-S013`. Adjacent in `RUN_ENGINE(...)` phase `P17` between steps `P17-S017` and `P17-S018`.,Algorithm/core_engine.md,,P08::P08-S002->P08-S003; P09::P09-S010->P09-S011; P09::P09-S015->P09-S016; P09::P09-S018->P09-S020; P09::P09-S024->P09-S025; P09::P09-S040->P09-S041; P09::P09-S058->P09-S059; P09::P09-S069->P09-S070; P09::P09-S072->P09-S073; P10::P10-S005->P10-S006; P10::P10-S010->P10-S011; P10::P10-S013->P10-S015; P10::P10-S019->P10-S020; P11::P11-S007->P11-S008; P11::P11-S010->P11-S011; P14::P14-S006->P14-S007; P14::P14-S045->P14-S046; P15::P15-S007->P15-S008; P15::P15-S022->P15-S023; P15::P15-S040->P15-S041; P15::P15-S067->P15-S068; P15::P15-S073->P15-S074; P16::P16-S016->P16-S017; P16::P16-S023->P16-S024; P16::P16-S028->P16-S029; P17::P17-S003->P17-S004; P17::P17-S008->P17-S009; P17::P17-S011->P17-S013; P17::P17-S017->P17-S018
E0215,WRITE_ARTIFACT,RETENTION_TAG,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P05` between steps `P05-S039` and `P05-S040`.,Algorithm/core_engine.md,,P05::P05-S039->P05-S040
E0216,WRITE_ARTIFACT,UPDATE_MANIFEST_OUTPUTS,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S011` and `P16-S012`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S053` and `P16-S054`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S077` and `P16-S078`.,Algorithm/core_engine.md,,P16::P16-S011->P16-S012; P16::P16-S053->P16-S054; P16::P16-S077->P16-S078
E0217,WRITE_ARTIFACT,UPSERT_FILING_CASE,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P15` between steps `P15-S102` and `P15-S103`. Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S057` and `P16-S058`.,Algorithm/core_engine.md,,P15::P15-S102->P15-S103; P16::P16-S057->P16-S058
E0218,WRITE_ARTIFACT,UPSERT_OBLIGATION_MIRROR,control_flow_dependency,Adjacent in `RUN_ENGINE(...)` phase `P16` between steps `P16-S104` and `P16-S106`.,Algorithm/core_engine.md,,P16::P16-S104->P16-S106
