schema_path,schema_title,catalog_object_id_or_null,catalog_object_name_or_null,ownership_class,object_kind_or_null,truth_class_or_null,authoritative_prose_source_ref_or_null,source_file,source_heading_or_logical_block,rationale
Algorithm/schemas/accepted_risk_approval.schema.json,AcceptedRiskApproval,obj_accepted_risk_approval,AcceptedRiskApproval,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2985[AcceptedRiskApproval],Algorithm/data_model.md,Algorithm/data_model.md::L2985[AcceptedRiskApproval],`AcceptedRiskApproval` is owned by `AcceptedRiskApproval`.
Algorithm/schemas/action_authority_contract.schema.json,ActionAuthorityContract,,,control_contract,,,,,,`ActionAuthorityContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/action_strip_state.schema.json,ActionStripState,obj_action_strip_state,ActionStripState,read_model,read_model,projection_only,Algorithm/data_model.md::L1468[ActionStripState],Algorithm/data_model.md,Algorithm/data_model.md::L1468[ActionStripState],`ActionStripState` is owned by `ActionStripState`.
Algorithm/schemas/actor_session.schema.json,ActorSession,obj_actor_session,ActorSession,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L9[ActorSession],Algorithm/data_model.md,Algorithm/data_model.md::L9[ActorSession],`ActorSession` is owned by `ActorSession`.
Algorithm/schemas/amendment_bundle.schema.json,AmendmentBundle,obj_amendment_bundle,AmendmentBundle,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L708[AmendmentBundle],Algorithm/data_model.md,Algorithm/data_model.md::L708[AmendmentBundle],`AmendmentBundle` is owned by `AmendmentBundle`.
Algorithm/schemas/amendment_case.schema.json,AmendmentCase,obj_amendment_case,AmendmentCase,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L665[AmendmentCase],Algorithm/data_model.md,Algorithm/data_model.md::L665[AmendmentCase],`AmendmentCase` is owned by `AmendmentCase`.
Algorithm/schemas/amendment_eligibility_contract.schema.json,AmendmentEligibilityContract,,,control_contract,,,,,,`AmendmentEligibilityContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/amendment_window_context.schema.json,AmendmentWindowContext,obj_amendment_window_context,AmendmentWindowContext,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L698[AmendmentWindowContext],Algorithm/data_model.md,Algorithm/data_model.md::L698[AmendmentWindowContext],`AmendmentWindowContext` is owned by `AmendmentWindowContext`.
Algorithm/schemas/api_command_receipt.schema.json,ApiCommandReceipt,obj_api_command_receipt,ApiCommandReceipt,transport_envelope,envelope,mixed_with_guardrails,Algorithm/data_model.md::L560[ApiCommandReceipt],Algorithm/data_model.md,Algorithm/data_model.md::L560[ApiCommandReceipt],`ApiCommandReceipt` is owned by `ApiCommandReceipt`.
Algorithm/schemas/artifact_affordance_contract.schema.json,ArtifactAffordanceContract,,,control_contract,,,,,,`ArtifactAffordanceContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/artifact_retention.schema.json,ArtifactRetention,obj_artifact_retention,ArtifactRetention,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L765[ArtifactRetention],Algorithm/data_model.md,Algorithm/data_model.md::L765[ArtifactRetention],`ArtifactRetention` is owned by `ArtifactRetention`.
Algorithm/schemas/artifact_selection_contract.schema.json,ArtifactSelectionContract,,,control_contract,,,,,,`ArtifactSelectionContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/audit_event.schema.json,AuditEvent,obj_audit_event,AuditEvent,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L3023[AuditEvent],Algorithm/data_model.md,Algorithm/data_model.md::L3023[AuditEvent],`AuditEvent` is owned by `AuditEvent`.
Algorithm/schemas/audit_investigation_frame.schema.json,AuditInvestigationFrame,obj_audit_investigation_frame,AuditInvestigationFrame,read_model,read_model,projection_only,Algorithm/data_model.md::L2134[AuditInvestigationFrame],Algorithm/data_model.md,Algorithm/data_model.md::L2134[AuditInvestigationFrame],`AuditInvestigationFrame` is owned by `AuditInvestigationFrame`.
Algorithm/schemas/authority_binding.schema.json,AuthorityBinding,obj_authority_binding,AuthorityBinding,canonical_object_storage,mutable_entity,mixed_with_guardrails,Algorithm/data_model.md::L2415[AuthorityBinding],Algorithm/data_model.md,Algorithm/data_model.md::L2415[AuthorityBinding],`AuthorityBinding` is owned by `AuthorityBinding`.
Algorithm/schemas/authority_binding_drift_sentinel_contract.schema.json,AuthorityBindingDriftSentinelContract,,,control_contract,,,,,,`AuthorityBindingDriftSentinelContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/authority_calculation_readiness_context.schema.json,AuthorityCalculationReadinessContext,obj_authority_calculation_readiness_context,AuthorityCalculationReadinessContext,canonical_object_storage,mutable_entity,mixed_with_guardrails,Algorithm/data_model.md::L744[AuthorityCalculationReadinessContext],Algorithm/data_model.md,Algorithm/data_model.md::L744[AuthorityCalculationReadinessContext],`AuthorityCalculationReadinessContext` is owned by `AuthorityCalculationReadinessContext`.
Algorithm/schemas/authority_calculation_request.schema.json,AuthorityCalculationRequest,obj_authority_calculation_request,AuthorityCalculationRequest,canonical_object_storage,mutable_entity,mixed_with_guardrails,Algorithm/data_model.md::L729[AuthorityCalculationRequest],Algorithm/data_model.md,Algorithm/data_model.md::L729[AuthorityCalculationRequest],`AuthorityCalculationRequest` is owned by `AuthorityCalculationRequest`.
Algorithm/schemas/authority_calculation_result.schema.json,AuthorityCalculationResult,obj_authority_calculation_result,AuthorityCalculationResult,canonical_object_storage,mutable_entity,mixed_with_guardrails,Algorithm/data_model.md::L734[AuthorityCalculationResult],Algorithm/data_model.md,Algorithm/data_model.md::L734[AuthorityCalculationResult],`AuthorityCalculationResult` is owned by `AuthorityCalculationResult`.
Algorithm/schemas/authority_ingress_correlation_contract.schema.json,AuthorityIngressCorrelationContract,obj_authority_ingress_correlation_contract,AuthorityIngressCorrelationContract,control_contract,control_contract,mixed_with_guardrails,Algorithm/authority_truth_and_internal_projection_separation_contract.md::L1[AuthorityIngressCorrelationContract],Algorithm/authority_truth_and_internal_projection_separation_contract.md,Algorithm/authority_truth_and_internal_projection_separation_contract.md::L1[AuthorityIngressCorrelationContract],`AuthorityIngressCorrelationContract` is owned by `AuthorityIngressCorrelationContract`.
Algorithm/schemas/authority_ingress_investigation_snapshot.schema.json,AuthorityIngressInvestigationSnapshot,obj_authority_ingress_investigation_snapshot,AuthorityIngressInvestigationSnapshot,read_model,read_model,projection_only,Algorithm/data_model.md::L2501[AuthorityIngressInvestigationSnapshot],Algorithm/data_model.md,Algorithm/data_model.md::L2501[AuthorityIngressInvestigationSnapshot],`AuthorityIngressInvestigationSnapshot` is owned by `AuthorityIngressInvestigationSnapshot`.
Algorithm/schemas/authority_ingress_proof_contract.schema.json,AuthorityIngressProofContract,obj_authority_ingress_proof_contract,AuthorityIngressProofContract,control_contract,control_contract,mixed_with_guardrails,Algorithm/authority_truth_and_internal_projection_separation_contract.md::L1[AuthorityIngressProofContract],Algorithm/authority_truth_and_internal_projection_separation_contract.md,Algorithm/authority_truth_and_internal_projection_separation_contract.md::L1[AuthorityIngressProofContract],`AuthorityIngressProofContract` is owned by `AuthorityIngressProofContract`.
Algorithm/schemas/authority_ingress_receipt.schema.json,AuthorityIngressReceipt,obj_authority_ingress_receipt,AuthorityIngressReceipt,transport_envelope,envelope,authority_of_record_mirror,Algorithm/data_model.md::L2483[AuthorityIngressReceipt],Algorithm/data_model.md,Algorithm/data_model.md::L2483[AuthorityIngressReceipt],`AuthorityIngressReceipt` is owned by `AuthorityIngressReceipt`.
Algorithm/schemas/authority_interaction_record.schema.json,AuthorityInteractionRecord,obj_authority_interaction_record,AuthorityInteractionRecord,canonical_object_storage,mutable_entity,authority_of_record_mirror,Algorithm/data_model.md::L2509[AuthorityInteractionRecord],Algorithm/data_model.md,Algorithm/data_model.md::L2509[AuthorityInteractionRecord],`AuthorityInteractionRecord` is owned by `AuthorityInteractionRecord`.
Algorithm/schemas/authority_layer_boundary_contract.schema.json,AuthorityLayerBoundaryContract,obj_authority_layer_boundary_contract,AuthorityLayerBoundaryContract,control_contract,control_contract,mixed_with_guardrails,Algorithm/data_model.md::L44[AuthorityLayerBoundaryContract],Algorithm/data_model.md,Algorithm/data_model.md::L44[AuthorityLayerBoundaryContract],`AuthorityLayerBoundaryContract` is owned by `AuthorityLayerBoundaryContract`.
Algorithm/schemas/authority_link.schema.json,AuthorityLink,obj_authority_link,AuthorityLink,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L91[AuthorityLink],Algorithm/data_model.md,Algorithm/data_model.md::L91[AuthorityLink],`AuthorityLink` is owned by `AuthorityLink`.
Algorithm/schemas/authority_link_inventory_item.schema.json,AuthorityLinkInventoryItem,obj_authority_link_inventory_item,AuthorityLinkInventoryItem,read_model,read_model,projection_only,Algorithm/data_model.md::L2073[AuthorityLinkInventoryItem],Algorithm/data_model.md,Algorithm/data_model.md::L2073[AuthorityLinkInventoryItem],`AuthorityLinkInventoryItem` is owned by `AuthorityLinkInventoryItem`.
Algorithm/schemas/authority_operation.schema.json,AuthorityOperation,obj_authority_operation,AuthorityOperation,canonical_object_storage,append_only_artifact,mixed_with_guardrails,Algorithm/data_model.md::L2399[AuthorityOperation],Algorithm/data_model.md,Algorithm/data_model.md::L2399[AuthorityOperation],`AuthorityOperation` is owned by `AuthorityOperation`.
Algorithm/schemas/authority_operation_profile.schema.json,AuthorityOperationProfile,obj_authority_operation_profile,AuthorityOperationProfile,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L106[AuthorityOperationProfile],Algorithm/data_model.md,Algorithm/data_model.md::L106[AuthorityOperationProfile],`AuthorityOperationProfile` is owned by `AuthorityOperationProfile`.
Algorithm/schemas/authority_reconciliation_analytics_snapshot.schema.json,AuthorityReconciliationAnalyticsSnapshot,obj_authority_reconciliation_analytics_snapshot,AuthorityReconciliationAnalyticsSnapshot,read_model,read_model,projection_only,Algorithm/data_model.md::L2591[AuthorityReconciliationAnalyticsSnapshot],Algorithm/data_model.md,Algorithm/data_model.md::L2591[AuthorityReconciliationAnalyticsSnapshot],`AuthorityReconciliationAnalyticsSnapshot` is owned by `AuthorityReconciliationAnalyticsSnapshot`.
Algorithm/schemas/authority_reconciliation_control_contract.schema.json,AuthorityReconciliationControlContract,,,control_contract,,,,,,`AuthorityReconciliationControlContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/authority_request_envelope.schema.json,AuthorityRequestEnvelope,obj_authority_request_envelope,AuthorityRequestEnvelope,transport_envelope,envelope,mixed_with_guardrails,Algorithm/data_model.md::L2432[AuthorityRequestEnvelope],Algorithm/data_model.md,Algorithm/data_model.md::L2432[AuthorityRequestEnvelope],`AuthorityRequestEnvelope` is owned by `AuthorityRequestEnvelope`.
Algorithm/schemas/authority_request_identity_contract.schema.json,AuthorityRequestIdentityContract,,,control_contract,,,,,,`AuthorityRequestIdentityContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/authority_response_envelope.schema.json,AuthorityResponseEnvelope,obj_authority_response_envelope,AuthorityResponseEnvelope,transport_envelope,envelope,mixed_with_guardrails,Algorithm/data_model.md::L2465[AuthorityResponseEnvelope],Algorithm/data_model.md,Algorithm/data_model.md::L2465[AuthorityResponseEnvelope],`AuthorityResponseEnvelope` is owned by `AuthorityResponseEnvelope`.
Algorithm/schemas/authority_sandbox_coverage_contract.schema.json,AuthoritySandboxCoverageContract,,,control_contract,,,,,,`AuthoritySandboxCoverageContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/authority_truth_contract.schema.json,AuthorityTruthContract,obj_authority_truth_contract,AuthorityTruthContract,control_contract,control_contract,mixed_with_guardrails,Algorithm/authority_truth_and_internal_projection_separation_contract.md::L1[AuthorityTruthContract],Algorithm/authority_truth_and_internal_projection_separation_contract.md,Algorithm/authority_truth_and_internal_projection_separation_contract.md::L1[AuthorityTruthContract],`AuthorityTruthContract` is owned by `AuthorityTruthContract`.
Algorithm/schemas/authorization_decision.schema.json,AuthorizationDecision,obj_authorization_decision,AuthorizationDecision,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L31[AuthorizationDecision],Algorithm/data_model.md,Algorithm/data_model.md::L31[AuthorizationDecision],`AuthorizationDecision` is owned by `AuthorizationDecision`.
Algorithm/schemas/backfill_execution_contract.schema.json,BackfillExecutionContract,obj_backfill_execution_contract,BackfillExecutionContract,control_contract,control_contract,mixed_with_guardrails,Algorithm/data_model.md::L1012[BackfillExecutionContract],Algorithm/data_model.md,Algorithm/data_model.md::L1012[BackfillExecutionContract],`BackfillExecutionContract` is owned by `BackfillExecutionContract`.
Algorithm/schemas/baseline_selection_contract.schema.json,BaselineSelectionContract,,,control_contract,,,,,,`BaselineSelectionContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/build_artifact.schema.json,BuildArtifact,obj_build_artifact,BuildArtifact,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L801[BuildArtifact],Algorithm/data_model.md,Algorithm/data_model.md::L801[BuildArtifact],`BuildArtifact` is owned by `BuildArtifact`.
Algorithm/schemas/cache_isolation_contract.schema.json,CacheIsolationContract,obj_cache_isolation_contract,CacheIsolationContract,control_contract,control_contract,mixed_with_guardrails,Algorithm/frontend_shell_and_interaction_law.md::L1[CacheIsolationContract],Algorithm/frontend_shell_and_interaction_law.md,Algorithm/frontend_shell_and_interaction_law.md::L1[CacheIsolationContract],`CacheIsolationContract` is owned by `CacheIsolationContract`.
Algorithm/schemas/calculation_basis.schema.json,CalculationBasis,obj_calculation_basis,CalculationBasis,canonical_object_storage,mutable_entity,mixed_with_guardrails,Algorithm/data_model.md::L737[CalculationBasis],Algorithm/data_model.md,Algorithm/data_model.md::L737[CalculationBasis],`CalculationBasis` is owned by `CalculationBasis`.
Algorithm/schemas/calculation_user_confirmation.schema.json,CalculationUserConfirmation,obj_calculation_user_confirmation,CalculationUserConfirmation,canonical_object_storage,mutable_entity,mixed_with_guardrails,Algorithm/data_model.md::L741[CalculationUserConfirmation],Algorithm/data_model.md,Algorithm/data_model.md::L741[CalculationUserConfirmation],`CalculationUserConfirmation` is owned by `CalculationUserConfirmation`.
Algorithm/schemas/canary_health_summary.schema.json,CanaryHealthSummary,obj_canary_health_summary,CanaryHealthSummary,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L914[CanaryHealthSummary],Algorithm/data_model.md,Algorithm/data_model.md::L914[CanaryHealthSummary],`CanaryHealthSummary` is owned by `CanaryHealthSummary`.
Algorithm/schemas/candidate_fact.schema.json,CandidateFact,obj_candidate_fact,CandidateFact,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2292[CandidateFact],Algorithm/data_model.md,Algorithm/data_model.md::L2292[CandidateFact],`CandidateFact` is owned by `CandidateFact`.
Algorithm/schemas/candidate_fact_set.schema.json,CandidateFactSet,obj_candidate_fact_set,CandidateFactSet,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2299[CandidateFactSet],Algorithm/data_model.md,Algorithm/data_model.md::L2299[CandidateFactSet],`CandidateFactSet` is owned by `CandidateFactSet`.
Algorithm/schemas/canonical_fact.schema.json,CanonicalFact,obj_canonical_fact,CanonicalFact,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2308[CanonicalFact],Algorithm/data_model.md,Algorithm/data_model.md::L2308[CanonicalFact],`CanonicalFact` is owned by `CanonicalFact`.
Algorithm/schemas/canonical_fact_set.schema.json,CanonicalFactSet,obj_canonical_fact_set,CanonicalFactSet,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2316[CanonicalFactSet],Algorithm/data_model.md,Algorithm/data_model.md::L2316[CanonicalFactSet],`CanonicalFactSet` is owned by `CanonicalFactSet`.
Algorithm/schemas/client_approval_pack.schema.json,ClientApprovalPack,obj_client_approval_pack,ClientApprovalPack,read_model,read_model,projection_only,Algorithm/data_model.md::L2207[ClientApprovalPack],Algorithm/data_model.md,Algorithm/data_model.md::L2207[ClientApprovalPack],`ClientApprovalPack` is owned by `ClientApprovalPack`.
Algorithm/schemas/client_compatibility_matrix.schema.json,ClientCompatibilityMatrix,obj_client_compatibility_matrix,ClientCompatibilityMatrix,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L958[ClientCompatibilityMatrix],Algorithm/data_model.md,Algorithm/data_model.md::L958[ClientCompatibilityMatrix],`ClientCompatibilityMatrix` is owned by `ClientCompatibilityMatrix`.
Algorithm/schemas/client_document_request.schema.json,ClientDocumentRequest,obj_client_document_request,ClientDocumentRequest,read_model,read_model,projection_only,Algorithm/data_model.md::L2165[ClientDocumentRequest],Algorithm/data_model.md,Algorithm/data_model.md::L2165[ClientDocumentRequest],`ClientDocumentRequest` is owned by `ClientDocumentRequest`.
Algorithm/schemas/client_onboarding_journey.schema.json,ClientOnboardingJourney,obj_client_onboarding_journey,ClientOnboardingJourney,read_model,read_model,projection_only,Algorithm/data_model.md::L2221[ClientOnboardingJourney],Algorithm/data_model.md,Algorithm/data_model.md::L2221[ClientOnboardingJourney],`ClientOnboardingJourney` is owned by `ClientOnboardingJourney`.
Algorithm/schemas/client_portal_workspace.schema.json,ClientPortalWorkspace,obj_client_portal_workspace,ClientPortalWorkspace,read_model,read_model,projection_only,Algorithm/data_model.md::L1664[ClientPortalWorkspace],Algorithm/data_model.md,Algorithm/data_model.md::L1664[ClientPortalWorkspace],`ClientPortalWorkspace` is owned by `ClientPortalWorkspace`.
Algorithm/schemas/client_timeline_event.schema.json,ClientTimelineEvent,obj_client_timeline_event,ClientTimelineEvent,projection,projection,projection_only,Algorithm/data_model.md::L2229[ClientTimelineEvent],Algorithm/data_model.md,Algorithm/data_model.md::L2229[ClientTimelineEvent],`ClientTimelineEvent` is owned by `ClientTimelineEvent`.
Algorithm/schemas/client_upload_session.schema.json,ClientUploadSession,obj_client_upload_session,ClientUploadSession,read_model,read_model,projection_only,Algorithm/data_model.md::L2178[ClientUploadSession],Algorithm/data_model.md,Algorithm/data_model.md::L2178[ClientUploadSession],`ClientUploadSession` is owned by `ClientUploadSession`.
Algorithm/schemas/collaboration_activity_slice.schema.json,CollaborationActivitySlice,obj_collaboration_activity_slice,CollaborationActivitySlice,projection,projection,projection_only,Algorithm/data_model.md::L463[CollaborationActivitySlice],Algorithm/data_model.md,Algorithm/data_model.md::L463[CollaborationActivitySlice],`CollaborationActivitySlice` is owned by `CollaborationActivitySlice`.
Algorithm/schemas/collaboration_attachment.schema.json,CollaborationAttachment,obj_collaboration_attachment,CollaborationAttachment,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L172[CollaborationAttachment],Algorithm/data_model.md,Algorithm/data_model.md::L172[CollaborationAttachment],`CollaborationAttachment` is owned by `CollaborationAttachment`.
Algorithm/schemas/collaboration_attachment_slice.schema.json,CollaborationAttachmentSlice,obj_collaboration_attachment_slice,CollaborationAttachmentSlice,projection,projection,projection_only,Algorithm/data_model.md::L480[CollaborationAttachmentSlice],Algorithm/data_model.md,Algorithm/data_model.md::L480[CollaborationAttachmentSlice],`CollaborationAttachmentSlice` is owned by `CollaborationAttachmentSlice`.
Algorithm/schemas/collaboration_entry.schema.json,CollaborationEntry,obj_collaboration_entry,CollaborationEntry,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L169[CollaborationEntry],Algorithm/data_model.md,Algorithm/data_model.md::L169[CollaborationEntry],`CollaborationEntry` is owned by `CollaborationEntry`.
Algorithm/schemas/collaboration_queue_projection_contract.schema.json,CollaborationQueueProjectionContract,,,control_contract,,,,,,`CollaborationQueueProjectionContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/collaboration_routing_contract.schema.json,CollaborationRoutingContract,,,control_contract,,,,,,`CollaborationRoutingContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/collaboration_thread.schema.json,CollaborationThread,obj_collaboration_thread,CollaborationThread,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L167[CollaborationThread],Algorithm/data_model.md,Algorithm/data_model.md::L167[CollaborationThread],`CollaborationThread` is owned by `CollaborationThread`.
Algorithm/schemas/collection_boundary.schema.json,CollectionBoundary,obj_collection_boundary,CollectionBoundary,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2269[CollectionBoundary],Algorithm/data_model.md,Algorithm/data_model.md::L2269[CollectionBoundary],`CollectionBoundary` is owned by `CollectionBoundary`.
Algorithm/schemas/command_envelope.schema.json,CommandEnvelope,obj_command_envelope,CommandEnvelope,transport_envelope,envelope,mixed_with_guardrails,Algorithm/data_model.md::L1348[CommandEnvelope],Algorithm/data_model.md,Algorithm/data_model.md::L1348[CommandEnvelope],`CommandEnvelope` is owned by `CommandEnvelope`.
Algorithm/schemas/command_truth_boundary_contract.schema.json,CommandTruthBoundaryContract,,,control_contract,,,,,,`CommandTruthBoundaryContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/compensation_record.schema.json,CompensationRecord,obj_compensation_record,CompensationRecord,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2972[CompensationRecord],Algorithm/data_model.md,Algorithm/data_model.md::L2972[CompensationRecord],`CompensationRecord` is owned by `CompensationRecord`.
Algorithm/schemas/compute_result.schema.json,ComputeResult,obj_compute_result,ComputeResult,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2626[ComputeResult],Algorithm/data_model.md,Algorithm/data_model.md::L2626[ComputeResult],`ComputeResult` is owned by `ComputeResult`.
Algorithm/schemas/config_change_request.schema.json,ConfigChangeRequest,obj_config_change_request,ConfigChangeRequest,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L552[ConfigChangeRequest],Algorithm/data_model.md,Algorithm/data_model.md::L552[ConfigChangeRequest],`ConfigChangeRequest` is owned by `ConfigChangeRequest`.
Algorithm/schemas/config_freeze.schema.json,ConfigFreeze,obj_config_freeze,ConfigFreeze,canonical_object_storage,append_only_artifact,mixed_with_guardrails,Algorithm/data_model.md::L2250[ConfigFreeze],Algorithm/data_model.md,Algorithm/data_model.md::L2250[ConfigFreeze],`ConfigFreeze` is owned by `ConfigFreeze`.
Algorithm/schemas/config_version.schema.json,ConfigVersion,obj_config_version,ConfigVersion,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L75[ConfigVersion],Algorithm/data_model.md,Algorithm/data_model.md::L75[ConfigVersion],`ConfigVersion` is owned by `ConfigVersion`.
Algorithm/schemas/conflict_record.schema.json,ConflictRecord,obj_conflict_record,ConflictRecord,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2301[ConflictRecord],Algorithm/data_model.md,Algorithm/data_model.md::L2301[ConflictRecord],`ConflictRecord` is owned by `ConflictRecord`.
Algorithm/schemas/conflict_set.schema.json,ConflictSet,obj_conflict_set,ConflictSet,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2303[ConflictSet],Algorithm/data_model.md,Algorithm/data_model.md::L2303[ConflictSet],`ConflictSet` is owned by `ConflictSet`.
Algorithm/schemas/connector_binding.schema.json,ConnectorBinding,obj_connector_binding,ConnectorBinding,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L70[ConnectorBinding],Algorithm/data_model.md,Algorithm/data_model.md::L70[ConnectorBinding],`ConnectorBinding` is owned by `ConnectorBinding`.
Algorithm/schemas/constraint_traceability_register.schema.json,ConstraintTraceabilityRegister,,,ambiguous,,,,,,`ConstraintTraceabilityRegister` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/context_bar_state.schema.json,ContextBarState,obj_context_bar_state,ContextBarState,read_model,read_model,projection_only,Algorithm/data_model.md::L1461[ContextBarState],Algorithm/data_model.md,Algorithm/data_model.md::L1461[ContextBarState],`ContextBarState` is owned by `ContextBarState`.
