schema_path,schema_title,catalog_object_id_or_null,catalog_object_name_or_null,ownership_class,object_kind_or_null,truth_class_or_null,authoritative_prose_source_ref_or_null,source_file,source_heading_or_logical_block,rationale
Algorithm/schemas/cross_device_continuity_contract.schema.json,CrossDeviceContinuityContract,obj_cross_device_continuity_contract,CrossDeviceContinuityContract,control_contract,control_contract,mixed_with_guardrails,Algorithm/low_noise_experience_contract.md::L1[CrossDeviceContinuityContract],Algorithm/low_noise_experience_contract.md,Algorithm/low_noise_experience_contract.md::L1[CrossDeviceContinuityContract],`CrossDeviceContinuityContract` is owned by `CrossDeviceContinuityContract`.
Algorithm/schemas/customer_request_list_snapshot.schema.json,CustomerRequestListSnapshot,obj_customer_request_list_snapshot,CustomerRequestListSnapshot,read_model,read_model,projection_only,Algorithm/data_model.md::L430[CustomerRequestListSnapshot],Algorithm/data_model.md,Algorithm/data_model.md::L430[CustomerRequestListSnapshot],`CustomerRequestListSnapshot` is owned by `CustomerRequestListSnapshot`.
Algorithm/schemas/customer_safe_projection_contract.schema.json,CustomerSafeProjectionContract,obj_customer_safe_projection_contract,CustomerSafeProjectionContract,control_contract,control_contract,mixed_with_guardrails,Algorithm/frontend_shell_and_interaction_law.md::L1[CustomerSafeProjectionContract],Algorithm/frontend_shell_and_interaction_law.md,Algorithm/frontend_shell_and_interaction_law.md::L1[CustomerSafeProjectionContract],`CustomerSafeProjectionContract` is owned by `CustomerSafeProjectionContract`.
Algorithm/schemas/decision_bundle.schema.json,DecisionBundle,obj_decision_bundle,DecisionBundle,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L1252[DecisionBundle],Algorithm/data_model.md,Algorithm/data_model.md::L1252[DecisionBundle],`DecisionBundle` is owned by `DecisionBundle`.
Algorithm/schemas/decision_explainability_contract.schema.json,DecisionExplainabilityContract,,,control_contract,,,,,,`DecisionExplainabilityContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/decision_summary_state.schema.json,DecisionSummaryState,obj_decision_summary_state,DecisionSummaryState,read_model,read_model,projection_only,Algorithm/data_model.md::L1464[DecisionSummaryState],Algorithm/data_model.md,Algorithm/data_model.md::L1464[DecisionSummaryState],`DecisionSummaryState` is owned by `DecisionSummaryState`.
Algorithm/schemas/delegation_grant.schema.json,DelegationGrant,obj_delegation_grant,DelegationGrant,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L84[DelegationGrant],Algorithm/data_model.md,Algorithm/data_model.md::L84[DelegationGrant],`DelegationGrant` is owned by `DelegationGrant`.
Algorithm/schemas/deployment_release.schema.json,DeploymentRelease,obj_deployment_release,DeploymentRelease,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L807[DeploymentRelease],Algorithm/data_model.md,Algorithm/data_model.md::L807[DeploymentRelease],`DeploymentRelease` is owned by `DeploymentRelease`.
Algorithm/schemas/detail_drawer_state.schema.json,DetailDrawerState,obj_detail_drawer_state,DetailDrawerState,read_model,read_model,projection_only,Algorithm/data_model.md::L1489[DetailDrawerState],Algorithm/data_model.md,Algorithm/data_model.md::L1489[DetailDrawerState],`DetailDrawerState` is owned by `DetailDrawerState`.
Algorithm/schemas/deterministic_golden_pack.schema.json,DeterministicGoldenPack,obj_deterministic_golden_pack,DeterministicGoldenPack,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L1307[DeterministicGoldenPack],Algorithm/data_model.md,Algorithm/data_model.md::L1307[DeterministicGoldenPack],`DeterministicGoldenPack` is owned by `DeterministicGoldenPack`.
Algorithm/schemas/drift_baseline_envelope.schema.json,DriftBaselineEnvelope,obj_drift_baseline_envelope,DriftBaselineEnvelope,transport_envelope,envelope,mixed_with_guardrails,Algorithm/data_model.md::L674[DriftBaselineEnvelope],Algorithm/data_model.md,Algorithm/data_model.md::L674[DriftBaselineEnvelope],`DriftBaselineEnvelope` is owned by `DriftBaselineEnvelope`.
Algorithm/schemas/drift_baseline_selection_visualization.schema.json,DriftBaselineSelectionVisualization,obj_drift_baseline_selection_visualization,DriftBaselineSelectionVisualization,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L682[DriftBaselineSelectionVisualization],Algorithm/data_model.md,Algorithm/data_model.md::L682[DriftBaselineSelectionVisualization],`DriftBaselineSelectionVisualization` is owned by `DriftBaselineSelectionVisualization`.
Algorithm/schemas/drift_baseline_selection_visualization_basis_contract.schema.json,DriftBaselineSelectionVisualizationBasisContract,,,control_contract,,,,,,`DriftBaselineSelectionVisualizationBasisContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/drift_record.schema.json,DriftRecord,obj_drift_record,DriftRecord,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2923[DriftRecord],Algorithm/data_model.md,Algorithm/data_model.md::L2923[DriftRecord],`DriftRecord` is owned by `DriftRecord`.
Algorithm/schemas/enquiry_pack.schema.json,EnquiryPack,obj_enquiry_pack,EnquiryPack,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2772[EnquiryPack],Algorithm/data_model.md,Algorithm/data_model.md::L2772[EnquiryPack],`EnquiryPack` is owned by `EnquiryPack`.
Algorithm/schemas/erasure_proof.schema.json,ErasureProof,obj_erasure_proof,ErasureProof,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L3036[ErasureProof],Algorithm/data_model.md,Algorithm/data_model.md::L3036[ErasureProof],`ErasureProof` is owned by `ErasureProof`.
Algorithm/schemas/error_record.schema.json,ErrorRecord,obj_error_record,ErrorRecord,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2938[ErrorRecord],Algorithm/data_model.md,Algorithm/data_model.md::L2938[ErrorRecord],`ErrorRecord` is owned by `ErrorRecord`.
Algorithm/schemas/evidence_graph.schema.json,EvidenceGraph,obj_evidence_graph,EvidenceGraph,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2755[EvidenceGraph],Algorithm/data_model.md,Algorithm/data_model.md::L2755[EvidenceGraph],`EvidenceGraph` is owned by `EvidenceGraph`.
Algorithm/schemas/evidence_item.schema.json,EvidenceItem,obj_evidence_item,EvidenceItem,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2287[EvidenceItem],Algorithm/data_model.md,Algorithm/data_model.md::L2287[EvidenceItem],`EvidenceItem` is owned by `EvidenceItem`.
Algorithm/schemas/evidence_item_set.schema.json,EvidenceItemSet,obj_evidence_item_set,EvidenceItemSet,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2290[EvidenceItemSet],Algorithm/data_model.md,Algorithm/data_model.md::L2290[EvidenceItemSet],`EvidenceItemSet` is owned by `EvidenceItemSet`.
Algorithm/schemas/exceptional_authority_grant.schema.json,ExceptionalAuthorityGrant,obj_exceptional_authority_grant,ExceptionalAuthorityGrant,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L97[ExceptionalAuthorityGrant],Algorithm/data_model.md,Algorithm/data_model.md::L97[ExceptionalAuthorityGrant],`ExceptionalAuthorityGrant` is owned by `ExceptionalAuthorityGrant`.
Algorithm/schemas/execution_mode_boundary_contract.schema.json,ExecutionModeBoundaryContract,,,control_contract,,,,,,`ExecutionModeBoundaryContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/experience_cursor.schema.json,ExperienceCursor,obj_experience_cursor,ExperienceCursor,projection,projection,projection_only,Algorithm/data_model.md::L585[ExperienceCursor],Algorithm/data_model.md,Algorithm/data_model.md::L585[ExperienceCursor],`ExperienceCursor` is owned by `ExperienceCursor`.
Algorithm/schemas/experience_delta.schema.json,ExperienceDelta,obj_experience_delta,ExperienceDelta,projection,projection,projection_only,Algorithm/data_model.md::L1322[ExperienceDelta],Algorithm/data_model.md,Algorithm/data_model.md::L1322[ExperienceDelta],`ExperienceDelta` is owned by `ExperienceDelta`.
Algorithm/schemas/experience_stream_event.schema.json,ExperienceStreamEvent,obj_experience_stream_event,ExperienceStreamEvent,projection,projection,projection_only,Algorithm/data_model.md::L1369[ExperienceStreamEvent],Algorithm/data_model.md,Algorithm/data_model.md::L1369[ExperienceStreamEvent],`ExperienceStreamEvent` is owned by `ExperienceStreamEvent`.
Algorithm/schemas/externalization_governance_contract.schema.json,ExternalizationGovernanceContract,obj_externalization_governance_contract,ExternalizationGovernanceContract,control_contract,control_contract,mixed_with_guardrails,Algorithm/customer_client_portal_experience_contract.md::L1[ExternalizationGovernanceContract],Algorithm/customer_client_portal_experience_contract.md,Algorithm/customer_client_portal_experience_contract.md::L1[ExternalizationGovernanceContract],`ExternalizationGovernanceContract` is owned by `ExternalizationGovernanceContract`.
Algorithm/schemas/failure_investigation.schema.json,FailureInvestigation,obj_failure_investigation,FailureInvestigation,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2993[FailureInvestigation],Algorithm/data_model.md,Algorithm/data_model.md::L2993[FailureInvestigation],`FailureInvestigation` is owned by `FailureInvestigation`.
Algorithm/schemas/failure_lifecycle_dashboard.schema.json,FailureLifecycleDashboard,obj_failure_lifecycle_dashboard,FailureLifecycleDashboard,read_model,read_model,projection_only,Algorithm/data_model.md::L3003[FailureLifecycleDashboard],Algorithm/data_model.md,Algorithm/data_model.md::L3003[FailureLifecycleDashboard],`FailureLifecycleDashboard` is owned by `FailureLifecycleDashboard`.
Algorithm/schemas/failure_resolution_contract.schema.json,FailureResolutionContract,,,control_contract,,,,,,`FailureResolutionContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/filing_case.schema.json,FilingCase,obj_filing_case,FilingCase,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L649[FilingCase],Algorithm/data_model.md,Algorithm/data_model.md::L649[FilingCase],`FilingCase` is owned by `FilingCase`.
Algorithm/schemas/filing_notice_resolution.schema.json,FilingNoticeResolution,obj_filing_notice_resolution,FilingNoticeResolution,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2886[FilingNoticeResolution],Algorithm/data_model.md,Algorithm/data_model.md::L2886[FilingNoticeResolution],`FilingNoticeResolution` is owned by `FilingNoticeResolution`.
Algorithm/schemas/filing_notice_step.schema.json,FilingNoticeStep,obj_filing_notice_step,FilingNoticeStep,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2884[FilingNoticeStep],Algorithm/data_model.md,Algorithm/data_model.md::L2884[FilingNoticeStep],`FilingNoticeStep` is owned by `FilingNoticeStep`.
Algorithm/schemas/filing_packet.schema.json,FilingPacket,obj_filing_packet,FilingPacket,canonical_object_storage,mutable_entity,mixed_with_guardrails,Algorithm/data_model.md::L2873[FilingPacket],Algorithm/data_model.md,Algorithm/data_model.md::L2873[FilingPacket],`FilingPacket` is owned by `FilingPacket`.
Algorithm/schemas/focus_restoration_contract.schema.json,FocusRestorationContract,,,control_contract,,,,,,`FocusRestorationContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/focus_restore_return_target_harness.schema.json,FocusRestoreReturnTargetHarness,obj_focus_restore_return_target_harness,FocusRestoreReturnTargetHarness,regression_harness,control_contract,mixed_with_guardrails,Algorithm/frontend_shell_and_interaction_law.md::L1[FocusRestoreReturnTargetHarness],Algorithm/frontend_shell_and_interaction_law.md,Algorithm/frontend_shell_and_interaction_law.md::L1[FocusRestoreReturnTargetHarness],`FocusRestoreReturnTargetHarness` is owned by `FocusRestoreReturnTargetHarness`.
Algorithm/schemas/forecast_set.schema.json,ForecastSet,obj_forecast_set,ForecastSet,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2632[ForecastSet],Algorithm/data_model.md,Algorithm/data_model.md::L2632[ForecastSet],`ForecastSet` is owned by `ForecastSet`.
Algorithm/schemas/gate_admissibility_record.schema.json,GateAdmissibilityRecord,obj_gate_admissibility_record,GateAdmissibilityRecord,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L903[GateAdmissibilityRecord],Algorithm/data_model.md,Algorithm/data_model.md::L903[GateAdmissibilityRecord],`GateAdmissibilityRecord` is owned by `GateAdmissibilityRecord`.
Algorithm/schemas/gate_decision_record.schema.json,GateDecisionRecord,obj_gate_decision_record,GateDecisionRecord,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2649[GateDecisionRecord],Algorithm/data_model.md,Algorithm/data_model.md::L2649[GateDecisionRecord],`GateDecisionRecord` is owned by `GateDecisionRecord`.
Algorithm/schemas/gate_semantics_contract.schema.json,GateSemanticsContract,,,control_contract,,,,,,`GateSemanticsContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/governance_access_simulation.schema.json,GovernanceAccessSimulation,obj_governance_access_simulation,GovernanceAccessSimulation,read_model,read_model,projection_only,Algorithm/data_model.md::L2041[GovernanceAccessSimulation],Algorithm/data_model.md,Algorithm/data_model.md::L2041[GovernanceAccessSimulation],`GovernanceAccessSimulation` is owned by `GovernanceAccessSimulation`.
Algorithm/schemas/governance_interaction_layer.schema.json,GovernanceInteractionLayer,obj_governance_interaction_layer,GovernanceInteractionLayer,control_contract,control_contract,mixed_with_guardrails,Algorithm/data_model.md::L1880[GovernanceInteractionLayer],Algorithm/data_model.md,Algorithm/data_model.md::L1880[GovernanceInteractionLayer],`GovernanceInteractionLayer` is owned by `GovernanceInteractionLayer`.
Algorithm/schemas/governance_mutation_basis_contract.schema.json,GovernanceMutationBasisContract,obj_governance_mutation_basis_contract,GovernanceMutationBasisContract,control_contract,control_contract,mixed_with_guardrails,Algorithm/data_model.md::L60[GovernanceMutationBasisContract],Algorithm/data_model.md,Algorithm/data_model.md::L60[GovernanceMutationBasisContract],`GovernanceMutationBasisContract` is owned by `GovernanceMutationBasisContract`.
Algorithm/schemas/governance_mutation_hazard_contract.schema.json,GovernanceMutationHazardContract,,,control_contract,,,,,,`GovernanceMutationHazardContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/governance_policy_snapshot.schema.json,GovernancePolicySnapshot,obj_governance_policy_snapshot,GovernancePolicySnapshot,read_model,read_model,projection_only,Algorithm/data_model.md::L1950[GovernancePolicySnapshot],Algorithm/data_model.md,Algorithm/data_model.md::L1950[GovernancePolicySnapshot],`GovernancePolicySnapshot` is owned by `GovernancePolicySnapshot`.
Algorithm/schemas/input_freeze.schema.json,InputFreeze,obj_input_freeze,InputFreeze,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2369[InputFreeze],Algorithm/data_model.md,Algorithm/data_model.md::L2369[InputFreeze],`InputFreeze` is owned by `InputFreeze`.
Algorithm/schemas/interaction_layer_foundation_contract.schema.json,InteractionLayerFoundationContract,obj_interaction_layer_foundation_contract,InteractionLayerFoundationContract,control_contract,control_contract,mixed_with_guardrails,Algorithm/data_model.md::L1820[InteractionLayerFoundationContract],Algorithm/data_model.md,Algorithm/data_model.md::L1820[InteractionLayerFoundationContract],`InteractionLayerFoundationContract` is owned by `InteractionLayerFoundationContract`.
Algorithm/schemas/invariant_enforcement_contract.schema.json,InvariantEnforcementContract,,,control_contract,,,,,,`InvariantEnforcementContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/late_data_consequence_summary.schema.json,LateDataConsequenceSummary,,,ambiguous,,,,,,`LateDataConsequenceSummary` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/late_data_finding.schema.json,LateDataFinding,obj_late_data_finding,LateDataFinding,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2330[LateDataFinding],Algorithm/data_model.md,Algorithm/data_model.md::L2330[LateDataFinding],`LateDataFinding` is owned by `LateDataFinding`.
Algorithm/schemas/late_data_indicator.schema.json,LateDataIndicator,obj_late_data_indicator,LateDataIndicator,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2318[LateDataIndicator],Algorithm/data_model.md,Algorithm/data_model.md::L2318[LateDataIndicator],`LateDataIndicator` is owned by `LateDataIndicator`.
Algorithm/schemas/late_data_indicator_set.schema.json,LateDataIndicatorSet,obj_late_data_indicator_set,LateDataIndicatorSet,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2327[LateDataIndicatorSet],Algorithm/data_model.md,Algorithm/data_model.md::L2327[LateDataIndicatorSet],`LateDataIndicatorSet` is owned by `LateDataIndicatorSet`.
Algorithm/schemas/late_data_monitor_result.schema.json,LateDataMonitorResult,obj_late_data_monitor_result,LateDataMonitorResult,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2335[LateDataMonitorResult],Algorithm/data_model.md,Algorithm/data_model.md::L2335[LateDataMonitorResult],`LateDataMonitorResult` is owned by `LateDataMonitorResult`.
Algorithm/schemas/late_data_policy_binding.schema.json,LateDataPolicyBinding,obj_late_data_policy_binding,LateDataPolicyBinding,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2276[LateDataPolicyBinding],Algorithm/data_model.md,Algorithm/data_model.md::L2276[LateDataPolicyBinding],`LateDataPolicyBinding` is owned by `LateDataPolicyBinding`.
Algorithm/schemas/late_data_retroactive_impact_simulation.schema.json,LateDataRetroactiveImpactSimulation,obj_late_data_retroactive_impact_simulation,LateDataRetroactiveImpactSimulation,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2358[LateDataRetroactiveImpactSimulation],Algorithm/data_model.md,Algorithm/data_model.md::L2358[LateDataRetroactiveImpactSimulation],`LateDataRetroactiveImpactSimulation` is owned by `LateDataRetroactiveImpactSimulation`.
Algorithm/schemas/late_data_retroactive_impact_simulation_basis_contract.schema.json,LateDataRetroactiveImpactSimulationBasisContract,obj_late_data_retroactive_impact_simulation_basis_contract,LateDataRetroactiveImpactSimulationBasisContract,control_contract,control_contract,mixed_with_guardrails,Algorithm/data_model.md::L2346[LateDataRetroactiveImpactSimulationBasisContract],Algorithm/data_model.md,Algorithm/data_model.md::L2346[LateDataRetroactiveImpactSimulationBasisContract],`LateDataRetroactiveImpactSimulationBasisContract` is owned by `LateDataRetroactiveImpactSimulationBasisContract`.
Algorithm/schemas/late_data_temporal_contract.schema.json,LateDataTemporalContract,,,control_contract,,,,,,`LateDataTemporalContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/log_record.schema.json,LogRecord,obj_log_record,LogRecord,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L796[LogRecord],Algorithm/data_model.md,Algorithm/data_model.md::L796[LogRecord],`LogRecord` is owned by `LogRecord`.
Algorithm/schemas/low_noise_budget_audit.schema.json,LowNoiseBudgetAudit,obj_low_noise_budget_audit,LowNoiseBudgetAudit,read_model,read_model,projection_only,Algorithm/data_model.md::L1475[LowNoiseBudgetAudit],Algorithm/data_model.md,Algorithm/data_model.md::L1475[LowNoiseBudgetAudit],`LowNoiseBudgetAudit` is owned by `LowNoiseBudgetAudit`.
Algorithm/schemas/low_noise_budget_audit_pack.schema.json,LowNoiseBudgetAuditPack,obj_low_noise_budget_audit_pack,LowNoiseBudgetAuditPack,regression_harness,control_contract,mixed_with_guardrails,Algorithm/data_model.md::L1484[LowNoiseBudgetAuditPack],Algorithm/data_model.md,Algorithm/data_model.md::L1484[LowNoiseBudgetAuditPack],`LowNoiseBudgetAuditPack` is owned by `LowNoiseBudgetAuditPack`.
Algorithm/schemas/low_noise_experience_frame.schema.json,LowNoiseExperienceFrame,obj_low_noise_experience_frame,LowNoiseExperienceFrame,read_model,read_model,projection_only,Algorithm/data_model.md::L1412[LowNoiseExperienceFrame],Algorithm/data_model.md,Algorithm/data_model.md::L1412[LowNoiseExperienceFrame],`LowNoiseExperienceFrame` is owned by `LowNoiseExperienceFrame`.
Algorithm/schemas/manifest_branch_decision_contract.schema.json,ManifestBranchDecisionContract,,,control_contract,,,,,,`ManifestBranchDecisionContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/manifest_lineage_trace.schema.json,ManifestLineageTrace,obj_manifest_lineage_trace,ManifestLineageTrace,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L1186[ManifestLineageTrace],Algorithm/data_model.md,Algorithm/data_model.md::L1186[ManifestLineageTrace],`ManifestLineageTrace` is owned by `ManifestLineageTrace`.
Algorithm/schemas/manifest_start_claim_contract.schema.json,ManifestStartClaimContract,,,control_contract,,,,,,`ManifestStartClaimContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/metric_event.schema.json,MetricEvent,obj_metric_event,MetricEvent,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L790[MetricEvent],Algorithm/data_model.md,Algorithm/data_model.md::L790[MetricEvent],`MetricEvent` is owned by `MetricEvent`.
Algorithm/schemas/mutation_precondition_binding.schema.json,MutationPreconditionBinding,,,ambiguous,,,,,,`MutationPreconditionBinding` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/native_cache_hydration_automation_pack.schema.json,NativeCacheHydrationAutomationPack,,,regression_harness,,,,,,`NativeCacheHydrationAutomationPack` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/native_cache_hydration_contract.schema.json,NativeCacheHydrationContract,,,control_contract,,,,,,`NativeCacheHydrationContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/native_operator_secondary_window_scene.schema.json,NativeOperatorSecondaryWindowScene,obj_native_operator_secondary_window_scene,NativeOperatorSecondaryWindowScene,read_model,read_model,projection_only,Algorithm/data_model.md::L1604[NativeOperatorSecondaryWindowScene],Algorithm/data_model.md,Algorithm/data_model.md::L1604[NativeOperatorSecondaryWindowScene],`NativeOperatorSecondaryWindowScene` is owned by `NativeOperatorSecondaryWindowScene`.
Algorithm/schemas/native_operator_workspace_scene.schema.json,NativeOperatorWorkspaceScene,obj_native_operator_workspace_scene,NativeOperatorWorkspaceScene,read_model,read_model,projection_only,Algorithm/data_model.md::L1550[NativeOperatorWorkspaceScene],Algorithm/data_model.md,Algorithm/data_model.md::L1550[NativeOperatorWorkspaceScene],`NativeOperatorWorkspaceScene` is owned by `NativeOperatorWorkspaceScene`.
Algorithm/schemas/nightly_batch_identity_contract.schema.json,NightlyBatchIdentityContract,,,control_contract,,,,,,`NightlyBatchIdentityContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/nightly_batch_run.schema.json,NightlyBatchRun,obj_nightly_batch_run,NightlyBatchRun,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L1211[NightlyBatchRun],Algorithm/data_model.md,Algorithm/data_model.md::L1211[NightlyBatchRun],`NightlyBatchRun` is owned by `NightlyBatchRun`.
Algorithm/schemas/nightly_portfolio_simulation_basis_contract.schema.json,NightlyPortfolioSimulationBasisContract,,,control_contract,,,,,,`NightlyPortfolioSimulationBasisContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/nightly_portfolio_what_if_simulation.schema.json,NightlyPortfolioWhatIfSimulation,obj_nightly_portfolio_what_if_simulation,NightlyPortfolioWhatIfSimulation,canonical_object_storage,mutable_entity,internal_authoritative,Algorithm/data_model.md::L525[NightlyPortfolioWhatIfSimulation],Algorithm/data_model.md,Algorithm/data_model.md::L525[NightlyPortfolioWhatIfSimulation],`NightlyPortfolioWhatIfSimulation` is owned by `NightlyPortfolioWhatIfSimulation`.
Algorithm/schemas/normalization_context.schema.json,NormalizationContext,obj_normalization_context,NormalizationContext,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2278[NormalizationContext],Algorithm/data_model.md,Algorithm/data_model.md::L2278[NormalizationContext],`NormalizationContext` is owned by `NormalizationContext`.
Algorithm/schemas/obligation_mirror.schema.json,ObligationMirror,obj_obligation_mirror,ObligationMirror,canonical_object_storage,mutable_entity,authority_of_record_mirror,Algorithm/data_model.md::L628[ObligationMirror],Algorithm/data_model.md,Algorithm/data_model.md::L628[ObligationMirror],`ObligationMirror` is owned by `ObligationMirror`.
Algorithm/schemas/operator_digest_derivation_contract.schema.json,OperatorDigestDerivationContract,,,control_contract,,,,,,`OperatorDigestDerivationContract` has no exact catalog object match; ownership remains heuristic or ambiguous.
Algorithm/schemas/operator_interaction_layer.schema.json,OperatorInteractionLayer,obj_operator_interaction_layer,OperatorInteractionLayer,control_contract,control_contract,mixed_with_guardrails,Algorithm/data_model.md::L1855[OperatorInteractionLayer],Algorithm/data_model.md,Algorithm/data_model.md::L1855[OperatorInteractionLayer],`OperatorInteractionLayer` is owned by `OperatorInteractionLayer`.
Algorithm/schemas/operator_morning_digest.schema.json,OperatorMorningDigest,obj_operator_morning_digest,OperatorMorningDigest,read_model,read_model,projection_only,Algorithm/data_model.md::L503[OperatorMorningDigest],Algorithm/data_model.md,Algorithm/data_model.md::L503[OperatorMorningDigest],`OperatorMorningDigest` is owned by `OperatorMorningDigest`.
Algorithm/schemas/parity_result.schema.json,ParityResult,obj_parity_result,ParityResult,canonical_object_storage,append_only_artifact,internal_authoritative,Algorithm/data_model.md::L2639[ParityResult],Algorithm/data_model.md,Algorithm/data_model.md::L2639[ParityResult],`ParityResult` is owned by `ParityResult`.
